RowID,OrderID,OrderDate,CustomerID,Segment,RegionCode,ProductCode,Quantity,Sales,Discount,Profit
28968,IN-2015-VB217451-42349,12/11/2023,VB-217451,Corporate,R0003,P000052,13,494,0,197.6
24599,IN-2015-CA120551-42085,3/22/2023,CA-120551,Self-Employed,R0002,P000053,4,188,0,75.2
27993,IN-2015-GM144551-42217,8/1/2023,GM-144551,Self-Employed,R0003,P000054,4,140,0,56
23222,IN-2015-AA103751-42195,7/10/2023,AA-103751,Consumer,R0003,P000055,8,56,0,22.4
42964,AL-2012-SC102302-40970,3/2/2020,SC-102302,Corporate,R0005,P000056,17,85,0,42.5
48318,AL-2014-NC85352-41993,12/20/2022,NC-85352,Corporate,R0006,P000057,8,80,0,40
41728,AL-2012-MC81302-41220,11/7/2020,MC-81302,Corporate,R0006,P000058,1,39,0,19.5
44461,AL-2012-EM38252-41213,10/31/2020,EM-38252,Corporate,R0007,P000059,4,56,0,28
51028,AL-2013-ML73952-41388,4/24/2021,ML-73952,Corporate,R0006,P000060,18,2610,0,1305
47026,AL-2013-JD58952-41383,4/19/2021,JD-58952,Corporate,R0008,P000061,13,234,0,35.1
51029,AL-2013-ML73952-41388,4/24/2021,ML-73952,Corporate,R0006,P000062,20,300,0,45
49332,AL-2015-JB59252-42073,3/10/2023,JB-59252,Consumer,R0009,P000063,1,8,0,1.2
49333,AL-2015-JB59252-42073,3/10/2023,JB-59252,Consumer,R0009,P000064,4,28,0,4.2
47623,AL-2014-GA45152-41749,4/20/2022,GA-45152,Consumer,R0009,P000065,1,9,0,0.9
45019,AL-2014-TT114602-41863,8/12/2022,TT-114602,Self-Employed,R0008,P000066,4,136,0,13.6
44460,AL-2012-EM38252-41213,10/31/2020,EM-38252,Corporate,R0007,P000067,14,70,0,35
44459,AL-2012-EM38252-41213,10/31/2020,EM-38252,Corporate,R0007,P000068,2,20,0,10
49331,AL-2015-JB59252-42073,3/10/2023,JB-59252,Consumer,R0009,P000069,6,102,0,40.8
51030,AL-2013-ML73952-41388,4/24/2021,ML-73952,Corporate,R0006,P000070,13,1612,0,806
43750,AL-2013-JD60152-41483,7/28/2021,JD-60152,Consumer,R0006,P000071,1,14,0,7
42840,AG-2012-AJ7803-40978,3/10/2020,AJ-7803,Corporate,R0010,P000072,11,88,0,44
46063,AG-2013-PF91653-41608,11/30/2021,PF-91653,Consumer,R0011,P000073,1,11,0,5.5
41639,AG-2014-BO14253-41874,8/23/2022,BO-14253,Consumer,R0012,P000074,4,24,0,12
47790,AG-2014-SK99903-41881,8/30/2022,SK-99903,Consumer,R0013,P000075,4,52,0,26
43875,AG-2015-JE54753-42005,1/1/2023,JE-54753,Consumer,R0014,P000076,1,5,0,2
48546,AG-2015-PO88653-42017,1/13/2023,PO-88653,Consumer,R0015,P000077,1,8,0,3.2
51123,AG-2015-IL51003-42028,1/24/2023,IL-51003,Consumer,R0013,P000078,2,8,0,3.2
47998,AG-2015-AC4203-42065,3/2/2023,AC-4203,Corporate,R0016,P000079,17,51,0,20.4
50676,AG-2015-CR28203-42151,5/27/2023,CR-28203,Self-Employed,R0017,P000080,4,28,0,11.2
48909,AG-2015-CR28203-42314,11/6/2023,CR-28203,Self-Employed,R0018,P000081,1,3,0,1.2
50120,AG-2012-RO97803-40964,2/25/2020,RO-97803,Consumer,R0013,P000082,4,40,0,4
41735,AG-2012-BM17853-41085,6/25/2020,BM-17853,Consumer,R0019,P000083,1,19,0,1.9
45181,AG-2012-MW82203-41108,7/18/2020,MW-82203,Consumer,R0019,P000084,4,40,0,4
47356,AG-2012-TT110703-41133,8/12/2020,TT-110703,Consumer,R0013,P000085,1,28,0,2.8
43718,AG-2012-BC11253-41219,11/6/2020,BC-11253,Self-Employed,R0013,P000086,3,9,0,0.9
41345,AG-2013-RB95703-41278,1/4/2021,RB-95703,Consumer,R0013,P000087,1,6,0,0.6
47433,AG-2013-SZ100353-41413,5/19/2021,SZ-100353,Self-Employed,R0020,P000088,1,48,0,4.8
51207,AG-2013-LC70503-41535,9/18/2021,LC-70503,Consumer,R0010,P000089,1,13,0,1.3
43311,AG-2013-LM70653-41618,12/10/2021,LM-70653,Consumer,R0017,P000090,4,32,0,3.2
50329,AG-2014-CP20853-41889,9/7/2022,CP-20853,Corporate,R0021,P000091,6,42,0,4.2
49527,AG-2014-ES40803-41948,11/5/2022,ES-40803,Corporate,R0022,P000092,10,50,0,5
47999,AG-2015-AC4203-42065,3/2/2023,AC-4203,Corporate,R0016,P000093,15,405,0,40.5
46023,AG-2015-AR5703-42075,3/12/2023,AR-5703,Consumer,R0014,P000094,12,312,0,31.2
50118,AG-2012-RO97803-40964,2/25/2020,RO-97803,Consumer,R0013,P000095,2,30,0,15
50470,AG-2012-DK28353-41264,12/21/2020,DK-28353,Corporate,R0023,P000096,14,70,0,35
46213,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000097,5,130,0,65
51262,AG-2013-BP12303-41486,7/31/2021,BP-12303,Consumer,R0024,P000098,1,30,0,15
43310,AG-2013-LM70653-41618,12/10/2021,LM-70653,Consumer,R0017,P000099,2,16,0,8
48480,AG-2014-DJ35103-41877,8/26/2022,DJ-35103,Corporate,R0013,P000100,7,63,0,31.5
41945,AG-2015-DL28653-42167,6/12/2023,DL-28653,Consumer,R0025,P000101,2,68,0,27.2
45928,AG-2015-HR48303-42221,8/5/2023,HR-48303,Corporate,R0015,P000102,5,215,0,86
47437,AG-2015-DR29403-42326,11/18/2023,DR-29403,Self-Employed,R0013,P000103,2,24,0,9.6
46824,AG-2015-YS118803-42365,12/27/2023,YS-118803,Corporate,R0013,P000104,20,520,0,208
42400,AG-2014-CM21603-41755,4/26/2022,CM-21603,Consumer,R0013,P000003,1,10,0,1
43464,AG-2014-RD95853-41875,8/24/2022,RD-95853,Consumer,R0017,P000106,1,13,0,1.3
48547,AG-2015-PO88653-42017,1/13/2023,PO-88653,Consumer,R0015,P000107,2,16,0,1.6
48543,AG-2015-PO88653-42017,1/13/2023,PO-88653,Consumer,R0015,P000108,1,28,0,2.8
51121,AG-2015-IL51003-42028,1/24/2023,IL-51003,Consumer,R0013,P000109,1,11,0,1.1
50121,AG-2012-RO97803-40964,2/25/2020,RO-97803,Consumer,R0013,P000110,1,11,0,5.5
45940,AG-2012-RS97653-41074,6/14/2020,RS-97653,Corporate,R0013,P000111,12,540,0,270
49857,AG-2013-LM70653-41352,3/19/2021,LM-70653,Consumer,R0022,P000112,6,36,0,18
45325,AG-2014-RD95853-41712,3/14/2022,RD-95853,Consumer,R0022,P000113,2,12,0,6
49528,AG-2014-ES40803-41948,11/5/2022,ES-40803,Corporate,R0022,P000114,4,20,0,10
41762,AG-2015-JG51603-42028,1/24/2023,JG-51603,Consumer,R0013,P000115,1,157,0,62.8
43629,AG-2015-DS31803-42046,2/11/2023,DS-31803,Corporate,R0013,P000116,7,266,0,106.4
42656,AG-2012-DH36753-41136,8/15/2020,DH-36753,Self-Employed,R0026,P000117,2,12,0,6
46734,AG-2012-AS2853-41235,11/22/2020,AS-2853,Corporate,R0017,P000118,12,384,0,192
48096,AG-2012-DB32103-41257,12/14/2020,DB-32103,Consumer,R0017,P000119,2,20,0,10
46212,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000120,18,54,0,27
46214,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000121,5,635,0,317.5
51263,AG-2013-BP12303-41486,7/31/2021,BP-12303,Consumer,R0024,P000122,4,52,0,26
51204,AG-2013-LC70503-41535,9/18/2021,LC-70503,Consumer,R0010,P000123,1,50,0,25
51206,AG-2013-LC70503-41535,9/18/2021,LC-70503,Consumer,R0010,P000030,4,48,0,24
45017,AG-2013-KF62853-41594,11/16/2021,KF-62853,Self-Employed,R0013,P000125,2,4,0,2
50979,AG-2014-ML73953-41674,2/4/2022,ML-73953,Corporate,R0025,P000126,2,10,0,5
50980,AG-2014-ML73953-41674,2/4/2022,ML-73953,Corporate,R0025,P000127,1,30,0,15
44506,AG-2014-AR3453-41674,2/4/2022,AR-3453,Corporate,R0017,P000128,4,24,0,12
49266,AG-2014-AH100753-41760,5/1/2022,AH-100753,Corporate,R0019,P000129,6,36,0,18
41638,AG-2014-BO14253-41874,8/23/2022,BO-14253,Consumer,R0012,P000130,1,16,0,8
47788,AG-2014-SK99903-41881,8/30/2022,SK-99903,Consumer,R0013,P000131,2,22,0,11
48544,AG-2015-PO88653-42017,1/13/2023,PO-88653,Consumer,R0015,P000132,2,6,0,2.4
48001,AG-2015-AC4203-42065,3/2/2023,AC-4203,Corporate,R0016,P000133,16,304,0,121.6
50985,AG-2015-CL25653-42164,6/9/2023,CL-25653,Consumer,R0023,P000134,2,80,0,32
50984,AG-2015-CL25653-42164,6/9/2023,CL-25653,Consumer,R0023,P000135,6,414,0,165.6
49172,AG-2015-RS94203-42167,6/12/2023,RS-94203,Corporate,R0017,P000136,20,240,0,96
45040,AG-2015-LD68553-42230,8/14/2023,LD-68553,Corporate,R0019,P000137,3,123,0,49.2
44645,AG-2015-CD27903-42236,8/20/2023,CD-27903,Self-Employed,R0019,P000138,2,36,0,14.4
46055,AG-2015-CC22203-42259,9/12/2023,CC-22203,Consumer,R0019,P000139,1,35,0,14
49713,AG-2015-JL58353-42315,11/7/2023,JL-58353,Consumer,R0019,P000140,2,8,0,3.2
42891,AG-2015-TB112503-42368,12/30/2023,TB-112503,Consumer,R0013,P000141,8,96,0,38.4
45685,AG-2012-AA6453-41020,4/21/2020,AA-6453,Consumer,R0013,P000142,2,28,0,14
49475,AG-2012-MW82203-41268,12/25/2020,MW-82203,Consumer,R0013,P000143,2,20,0,10
47040,AG-2013-MV81903-41587,11/9/2021,MV-81903,Consumer,R0013,P000144,1,7,0,3.5
51122,AG-2015-IL51003-42028,1/24/2023,IL-51003,Consumer,R0013,P000145,2,80,0,32
50983,AG-2015-CL25653-42164,6/9/2023,CL-25653,Consumer,R0023,P000146,4,92,0,36.8
43658,AG-2015-MS79803-42363,12/25/2023,MS-79803,Corporate,R0013,P000147,8,48,0,19.2
50117,AG-2012-RO97803-40964,2/25/2020,RO-97803,Consumer,R0013,P000148,10,130,0,65
42655,AG-2012-DH36753-41136,8/15/2020,DH-36753,Self-Employed,R0026,P000149,3,63,0,31.5
47723,AG-2012-JH59853-41214,11/1/2020,JH-59853,Consumer,R0026,P000150,1,22,0,11
41343,AG-2013-RB95703-41278,1/4/2021,RB-95703,Consumer,R0013,P000151,2,26,0,13
46210,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000152,16,432,0,216
46215,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000153,13,169,0,84.5
44062,AG-2013-CC24303-41517,8/31/2021,CC-24303,Self-Employed,R0023,P000154,3,72,0,36
44064,AG-2013-CC24303-41517,8/31/2021,CC-24303,Self-Employed,R0023,P000155,1,19,0,9.5
46769,AG-2013-GH44103-41604,11/26/2021,GH-44103,Self-Employed,R0013,P000156,2,14,0,7
50561,AG-2014-DB32703-41838,7/18/2022,DB-32703,Self-Employed,R0022,P000157,4,68,0,34
49530,AG-2014-ES40803-41948,11/5/2022,ES-40803,Corporate,R0022,P000158,13,104,0,52
44644,AG-2015-CD27903-42236,8/20/2023,CD-27903,Self-Employed,R0019,P000159,4,12,0,4.8
50605,AG-2015-DK32253-42304,10/27/2023,DK-32253,Corporate,R0015,P000160,13,117,0,46.8
47436,AG-2015-DR29403-42326,11/18/2023,DR-29403,Self-Employed,R0013,P000161,4,16,0,6.4
44980,AG-2012-CC23703-40970,3/2/2020,CC-23703,Consumer,R0013,P000162,1,3,0,0.45
46336,AG-2012-EG39003-41262,12/19/2020,EG-39003,Consumer,R0022,P000163,2,16,0,2.4
44848,AG-2013-AA4803-41494,8/8/2021,AA-4803,Consumer,R0018,P000164,1,30,0,4.5
44063,AG-2013-CC24303-41517,8/31/2021,CC-24303,Self-Employed,R0023,P000165,4,100,0,15
50762,AG-2014-NF85953-41830,7/10/2022,NF-85953,Self-Employed,R0013,P000166,4,160,0,24
49384,AG-2015-CR27303-42005,1/1/2023,CR-27303,Consumer,R0013,P000167,1,13,0,1.95
41761,AG-2015-JG51603-42028,1/24/2023,JG-51603,Consumer,R0013,P000168,1,18,0,2.7
50986,AG-2015-CL25653-42164,6/9/2023,CL-25653,Consumer,R0023,P000169,1,26,0,3.9
42433,AG-2012-TB112803-40909,1/1/2020,TB-112803,Consumer,R0017,P000170,2,42,0,6.3
50119,AG-2012-RO97803-40964,2/25/2020,RO-97803,Consumer,R0013,P000156,2,14,0,2.1
41734,AG-2012-BM17853-41085,6/25/2020,BM-17853,Consumer,R0019,P000172,8,128,0,19.2
41342,AG-2013-RB95703-41278,1/4/2021,RB-95703,Consumer,R0013,P000173,1,18,0,2.7
49854,AG-2013-LM70653-41352,3/19/2021,LM-70653,Consumer,R0022,P000174,1,8,0,1.2
46218,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000175,2,34,0,5.1
46538,AG-2013-MP74703-41495,8/9/2021,MP-74703,Self-Employed,R0022,P000176,1,14,0,2.1
42714,AG-2013-DC32853-41506,8/20/2021,DC-32853,Consumer,R0020,P000177,2,32,0,4.8
45016,AG-2013-KF62853-41594,11/16/2021,KF-62853,Self-Employed,R0013,P000178,2,6,0,0.9
48381,AG-2014-HF49953-41706,3/8/2022,HF-49953,Consumer,R0019,P000179,2,36,0,5.4
50563,AG-2014-DB32703-41838,7/18/2022,DB-32703,Self-Employed,R0022,P000180,4,144,0,21.6
50562,AG-2014-DB32703-41838,7/18/2022,DB-32703,Self-Employed,R0022,P000181,4,128,0,19.2
47786,AG-2014-SK99903-41881,8/30/2022,SK-99903,Consumer,R0013,P000182,4,76,0,11.4
47787,AG-2014-SK99903-41881,8/30/2022,SK-99903,Consumer,R0013,P000183,4,36,0,5.4
44939,AG-2015-CA23103-42033,1/29/2023,CA-23103,Corporate,R0027,P000184,3,363,0,54.45
43627,AG-2015-DS31803-42046,2/11/2023,DS-31803,Corporate,R0013,P000185,20,160,0,24
47997,AG-2015-AC4203-42065,3/2/2023,AC-4203,Corporate,R0016,P000186,4,40,0,6
45223,AG-2015-JO55503-42070,3/7/2023,JO-55503,Self-Employed,R0016,P000187,3,78,0,11.7
46022,AG-2015-AR5703-42075,3/12/2023,AR-5703,Consumer,R0014,P000188,2,92,0,13.8
44444,AG-2015-BD16053-42094,3/31/2023,BD-16053,Consumer,R0028,P000189,4,88,0,13.2
42198,AG-2015-SL101553-42144,5/20/2023,SL-101553,Self-Employed,R0019,P000190,4,68,0,10.2
50982,AG-2015-CL25653-42164,6/9/2023,CL-25653,Consumer,R0023,P000191,1,31,0,4.65
41947,AG-2015-DL28653-42167,6/12/2023,DL-28653,Consumer,R0025,P000192,4,76,0,11.4
45927,AG-2015-HR48303-42221,8/5/2023,HR-48303,Corporate,R0015,P000193,7,70,0,10.5
44648,AG-2015-CD27903-42236,8/20/2023,CD-27903,Self-Employed,R0019,P000194,1,8,0,1.2
43660,AG-2015-MS79803-42363,12/25/2023,MS-79803,Corporate,R0013,P000195,7,77,0,11.55
45018,AG-2013-KF62853-41594,11/16/2021,KF-62853,Self-Employed,R0013,P000196,3,45,0,4.5
48380,AG-2014-HF49953-41706,3/8/2022,HF-49953,Consumer,R0019,P000197,1,12,0,1.2
46069,AG-2014-KE64203-41801,6/11/2022,KE-64203,Corporate,R0019,P000198,10,140,0,14
50564,AG-2014-DB32703-41838,7/18/2022,DB-32703,Self-Employed,R0022,P000199,4,48,0,4.8
49529,AG-2014-ES40803-41948,11/5/2022,ES-40803,Corporate,R0022,P000200,8,56,0,5.6
48002,AG-2015-AC4203-42065,3/2/2023,AC-4203,Corporate,R0016,P000201,1,50,0,5
44647,AG-2015-CD27903-42236,8/20/2023,CD-27903,Self-Employed,R0019,P000202,1,8,0,0.8
44649,AG-2015-CD27903-42236,8/20/2023,CD-27903,Self-Employed,R0019,P000203,1,11,0,1.1
44643,AG-2015-CD27903-42236,8/20/2023,CD-27903,Self-Employed,R0019,P000154,3,72,0,7.2
45501,AG-2012-AH2103-41133,8/12/2020,AH-2103,Consumer,R0013,P000205,2,36,0,3.6
46211,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000206,8,96,0,9.6
45323,AG-2014-AG7653-41731,4/2/2022,AG-7653,Self-Employed,R0014,P000207,1,11,0,1.1
50763,AG-2014-NF85953-41830,7/10/2022,NF-85953,Self-Employed,R0013,P000208,1,32,0,3.2
50675,AG-2015-CR28203-42151,5/27/2023,CR-28203,Self-Employed,R0017,P000161,3,12,0,1.2
49128,AG-2015-AM3603-42179,6/24/2023,AM-3603,Corporate,R0013,P000210,17,51,0,5.1
45980,AG-2015-RC99603-42185,6/30/2023,RC-99603,Consumer,R0019,P000211,8,56,0,5.6
44646,AG-2015-CD27903-42236,8/20/2023,CD-27903,Self-Employed,R0019,P000212,1,5,0,0.5
46337,AG-2012-EG39003-41262,12/19/2020,EG-39003,Consumer,R0022,P000213,1,11,0,1.1
42715,AG-2013-DC32853-41506,8/20/2021,DC-32853,Consumer,R0020,P000214,1,12,0,1.2
46062,AG-2013-PF91653-41608,11/30/2021,PF-91653,Consumer,R0011,P000215,1,16,0,1.6
48662,AG-2013-PO88653-41634,12/26/2021,PO-88653,Consumer,R0015,P000216,6,168,0,16.8
48545,AG-2015-PO88653-42017,1/13/2023,PO-88653,Consumer,R0015,P000217,1,9,0,0.9
49493,AG-2015-CC21003-42309,11/1/2023,CC-21003,Self-Employed,R0019,P000218,2,38,0,3.8
44493,AG-2015-RD96603-42342,12/4/2023,RD-96603,Self-Employed,R0019,P000219,2,32,0,3.2
49856,AG-2013-LM70653-41352,3/19/2021,LM-70653,Consumer,R0022,P000220,1,18,0,1.8
41512,AG-2012-AC4203-40915,1/7/2020,AC-4203,Corporate,R0013,P000221,4,52,0,26
41736,AG-2012-BM17853-41085,6/25/2020,BM-17853,Consumer,R0019,P000222,4,496,0,248
49855,AG-2013-LM70653-41352,3/19/2021,LM-70653,Consumer,R0022,P000223,1,9,0,4.5
49858,AG-2013-LM70653-41352,3/19/2021,LM-70653,Consumer,R0022,P000224,2,16,0,8
46217,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000225,11,121,0,60.5
48661,AG-2013-PO88653-41634,12/26/2021,PO-88653,Consumer,R0015,P000226,1,11,0,5.5
50978,AG-2014-ML73953-41674,2/4/2022,ML-73953,Corporate,R0025,P000227,2,24,0,12
45324,AG-2014-RD95853-41712,3/14/2022,RD-95853,Consumer,R0022,P000217,1,9,0,4.5
49265,AG-2014-AH100753-41760,5/1/2022,AH-100753,Corporate,R0019,P000229,14,392,0,196
50560,AG-2014-DB32703-41838,7/18/2022,DB-32703,Self-Employed,R0022,P000230,2,40,0,20
47789,AG-2014-SK99903-41881,8/30/2022,SK-99903,Consumer,R0013,P000231,1,4,0,2
50328,AG-2014-CP20853-41889,9/7/2022,CP-20853,Corporate,R0021,P000232,16,192,0,96
44807,AG-2014-BT14853-41912,9/30/2022,BT-14853,Self-Employed,R0010,P000233,1,19,0,9.5
46004,AG-2015-SB101703-42026,1/22/2023,SB-101703,Consumer,R0010,P000234,1,10,0,4
43628,AG-2015-DS31803-42046,2/11/2023,DS-31803,Corporate,R0013,P000235,16,128,0,51.2
43626,AG-2015-DS31803-42046,2/11/2023,DS-31803,Corporate,R0013,P000236,15,300,0,120
43625,AG-2015-DS31803-42046,2/11/2023,DS-31803,Corporate,R0013,P000237,13,377,0,150.8
48000,AG-2015-AC4203-42065,3/2/2023,AC-4203,Corporate,R0016,P000238,19,171,0,68.4
45224,AG-2015-JO55503-42070,3/7/2023,JO-55503,Self-Employed,R0016,P000239,3,48,0,19.2
41946,AG-2015-DL28653-42167,6/12/2023,DL-28653,Consumer,R0025,P000240,1,4,0,1.6
43337,AG-2015-RD99303-42208,7/23/2023,RD-99303,Consumer,R0029,P000241,1,13,0,5.2
46313,AG-2015-MO78003-42217,8/1/2023,MO-78003,Self-Employed,R0030,P000242,3,54,0,21.6
45039,AG-2015-LD68553-42230,8/14/2023,LD-68553,Corporate,R0019,P000243,2,36,0,14.4
47435,AG-2015-DR29403-42326,11/18/2023,DR-29403,Self-Employed,R0013,P000062,3,45,0,18
44494,AG-2015-RD96603-42342,12/4/2023,RD-96603,Self-Employed,R0019,P000245,1,20,0,8
43657,AG-2015-MS79803-42363,12/25/2023,MS-79803,Corporate,R0013,P000246,3,24,0,9.6
45078,AG-2015-RO97803-42365,12/27/2023,RO-97803,Consumer,R0019,P000100,1,9,0,3.6
42890,AG-2015-TB112503-42368,12/30/2023,TB-112503,Consumer,R0013,P000248,4,12,0,4.8
49041,AG-2012-BM17853-41052,5/23/2020,BM-17853,Consumer,R0015,P000249,2,52,0,26
43251,AG-2012-OT87303-41262,12/19/2020,OT-87303,Consumer,R0017,P000250,1,33,0,16.5
46216,AG-2013-CP23403-41422,5/28/2021,CP-23403,Corporate,R0019,P000251,20,120,0,60
51205,AG-2013-LC70503-41535,9/18/2021,LC-70503,Consumer,R0010,P000252,4,68,0,34
45891,AG-2013-TS115053-41607,11/29/2021,TS-115053,Consumer,R0013,P000253,4,44,0,22
49672,AG-2014-CS18603-41780,5/21/2022,CS-18603,Consumer,R0012,P000254,1,45,0,22.5
43342,AG-2014-RB96453-41894,9/12/2022,RB-96453,Corporate,R0027,P000255,4,20,0,10
50239,AG-2014-LW71253-41983,12/10/2022,LW-71253,Consumer,R0024,P000256,1,11,0,5.5
46003,AG-2015-SB101703-42026,1/22/2023,SB-101703,Consumer,R0010,P000230,2,40,0,16
47438,AG-2015-DR29403-42326,11/18/2023,DR-29403,Self-Employed,R0013,P000258,3,414,0,165.6
43659,AG-2015-MS79803-42363,12/25/2023,MS-79803,Corporate,R0013,P000259,1,10,0,4
43975,AG-2012-TH112353-40918,1/10/2020,TH-112353,Corporate,R0017,P000260,1,22,0,11
46335,AG-2012-EG39003-41262,12/19/2020,EG-39003,Consumer,R0022,P000261,4,12,0,6
41344,AG-2013-RB95703-41278,1/4/2021,RB-95703,Consumer,R0013,P000202,2,16,0,8
47434,AG-2013-SZ100353-41413,5/19/2021,SZ-100353,Self-Employed,R0020,P000263,3,102,0,51
